budget,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,clean_title,is_adaptation,Name,Authors,book_rating,primary_genre
15000000,http://www.foxsearchlight.com/neverletmego/,42188,"[{""id"": 634, ""name"": ""soul""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1647, ""name"": ""sadness""}, {""id"": 3446, ""name"": ""forgiveness""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 6271, ""name"": ""boarding school""}, {""id"": 11628, ""name"": ""cloning""}, {""id"": 181324, ""name"": ""existentialism""}]",en,Never Let Me Go,"As children, Kathy, Ruth, and Tommy spend their childhood at an idyllic and secluded English boarding school. As they grow into adults, they must come to terms with the complexity and strength of their love for one another while also preparing for the haunting reality awaiting them.",30.983397,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""DNA Films"", ""id"": 284}, {""name"": ""Film4"", ""id"": 9349}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-09-15,9455232,104.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,These students have everything they need. Except time.,Never Let Me Go,6.8,737,never let me go,True,Never Let Me Go,Tim Kincaid,2.0,Drama
15000000,,9104,"[{""id"": 74, ""name"": ""germany""}, {""id"": 417, ""name"": ""corruption""}, {""id"": 572, ""name"": ""sex""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 5340, ""name"": ""investigation""}, {""id"": 6092, ""name"": ""army""}, {""id"": 6149, ""name"": ""police""}, {""id"": 6417, ""name"": ""base""}, {""id"": 14964, ""name"": ""drug""}, {""id"": 186447, ""name"": ""rogue""}]",en,Buffalo Soldiers,"Set just before the fall of the Berlin Wall in 1989, Sgt. Ray Elwood is an American soldier stationed at a German army camp. A soldier because a judge gave him a choice between the army and jail, Ray spends much of his free time cooking cocaine for the MPs. When a soldier dies and a toxicology screen shows an alarming level of illegal narcotics, someone is sent in to investigate.",6.329672,"[{""name"": ""Grosvenor Park Films LLP"", ""id"": 1983}, {""name"": ""Film4"", ""id"": 9349}, {""name"": ""Good Machine"", ""id"": 10565}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-09-08,0,98.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,War is hell... but peace is f*#!%!! boring.,Buffalo Soldiers,6.5,93,buffalo soldiers,True,Buffalo Soldiers,TaRessa Stovall,4.0,Drama
14000000,,12227,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1321, ""name"": ""gold""}, {""id"": 1454, ""name"": ""treasure""}, {""id"": 1909, ""name"": ""coffin""}, {""id"": 2526, ""name"": ""human animal relationship""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 9880, ""name"": ""alaska""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 15162, ""name"": ""dog""}, {""id"": 162726, ""name"": ""prospector""}, {""id"": 180808, ""name"": ""klondike""}, {""id"": 189390, ""name"": ""yukon""}, {""id"": 189391, ""name"": ""boy dog relationship""}, {""id"": 189392, ""name"": ""gold miner""}]",en,White Fang,Jack London's classic adventure story about the friendship developed between a Yukon gold hunter and the mixed dog-wolf he rescues from the hands of a man who mistreats him.,13.13724,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Silver Screen Partners IV"", ""id"": 10282}, {""name"": ""Hybrid Productions Inc."", ""id"": 12608}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1991-01-18,34793160,107.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Where civilization ends, their journey begins.",White Fang,6.5,135,white fang,True,White Fang,Jack London,3.98,Action
14000000,http://www.warnerbros.com/flipped,43949,"[{""id"": 367, ""name"": ""shyness""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 10048, ""name"": ""unrequited love""}, {""id"": 10226, ""name"": ""neighbor""}, {""id"": 10235, ""name"": ""family relationships""}, {""id"": 156925, ""name"": ""first crush""}, {""id"": 165100, ""name"": ""young love""}, {""id"": 165301, ""name"": ""opposites attract""}, {""id"": 170325, ""name"": ""adolescent boy""}, {""id"": 223438, ""name"": ""based on young adult novel""}]",en,Flipped,"When Juli meets Bryce in the second grade, she knows it's true love. After spending six years trying to convince Bryce the same, she's ready to give up - until he starts to reconsider.",24.210698,"[{""name"": ""Reiner / Greisman Productions"", ""id"": 86256}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-08-06,1755212,89.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,You never forget your first love.,Flipped,7.4,418,flipped,True,Flipped,Wendelin Van Draanen,3.96,Romance
6000000,http://www.roomthemovie.com,264644,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1337, ""name"": ""carpet""}, {""id"": 1533, ""name"": ""isolation""}, {""id"": 1930, ""name"": ""kidnapping""}, {""id"": 2883, ""name"": ""imprisonment""}, {""id"": 9229, ""name"": ""grandparents""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 11612, ""name"": ""hospital""}, {""id"": 15162, ""name"": ""dog""}, {""id"": 15381, ""name"": ""captive""}, {""id"": 157499, ""name"": ""mother son relationship""}, {""id"": 221604, ""name"": ""shed""}, {""id"": 221605, ""name"": ""skylight""}]",en,Room,Jack is a young boy of 5 years old who has lived all his life in one room. He believes everything within it are the only real things in the world. But what will happen when his Ma suddenly tells him that there are other things outside of Room?,66.11334,"[{""name"": ""T\u00e9l\u00e9film Canada"", ""id"": 806}, {""name"": ""Film 4"", ""id"": 2335}, {""name"": ""Element Pictures"", ""id"": 3353}, {""name"": ""Irish Film Board"", ""id"": 5267}, {""name"": ""FilmNation Entertainment"", ""id"": 7493}, {""name"": ""No Trace Camping"", ""id"": 35846}, {""name"": ""A24"", ""id"": 41077}, {""name"": ""Elevation Pictures"", ""id"": 82552}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""IE"", ""name"": ""Ireland""}]",2015-10-16,35401758,117.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Love knows no boundaries,Room,8.1,2757,room,True,Room,Delaine Le Bas,0.0,Drama
12000000,,11027,"[{""id"": 572, ""name"": ""sex""}, {""id"": 596, ""name"": ""adultery""}, {""id"": 718, ""name"": ""confession""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1523, ""name"": ""obsession""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 207268, ""name"": ""neo-noir""}]",en,The Postman Always Rings Twice,This remake of the 1946 movie of the same name accounts an affair between a seedy drifter and a seductive wife of a roadside cafe owner. This begins a chain of events that culminates in murder. Based on a novel by James M. Cain.,6.803763,"[{""name"": ""Lorimar Film Entertainment"", ""id"": 1176}, {""name"": ""CIP Filmproduktion GmbH"", ""id"": 14309}, {""name"": ""Northstar International"", ""id"": 21541}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1981-03-20,0,122.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,You Will Feel The Heat,The Postman Always Rings Twice,6.4,110,the postman always rings twice,True,The Postman Always Rings Twice,James M. Cain,3.8,Romance
14000000,http://www.dasboot.com,387,"[{""id"": 321, ""name"": ""terror""}, {""id"": 339, ""name"": ""submarine""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1913, ""name"": ""atlantic ocean""}, {""id"": 1915, ""name"": ""gibraltar""}, {""id"": 1956, ""name"": ""world war ii""}, {""id"": 4263, ""name"": ""duty""}, {""id"": 5299, ""name"": ""war correspondent""}, {""id"": 6791, ""name"": ""torpedo""}, {""id"": 15111, ""name"": ""drinking""}, {""id"": 41599, ""name"": ""sailor""}, {""id"": 155499, ""name"": ""convoy""}, {""id"": 156217, ""name"": ""u boat""}, {""id"": 180178, ""name"": ""destroyer""}, {""id"": 200223, ""name"": ""depth charge""}, {""id"": 226473, ""name"": ""comrade""}, {""id"": 226474, ""name"": ""german submarine""}, {""id"": 226475, ""name"": ""naval battle""}, {""id"": 226476, ""name"": ""periscope""}, {""id"": 228491, ""name"": ""suicidal mission""}]",de,Das Boot,"A German submarine hunts allied ships during the Second World War, but it soon becomes the hunted. The crew tries to survive below the surface, while stretching both the boat and themselves to their limits.",26.967494,"[{""name"": ""Radiant Film GmbH"", ""id"": 209}, {""name"": ""S\u00fcddeutscher Rundfunk"", ""id"": 210}, {""name"": ""Bavaria Film"", ""id"": 1704}, {""name"": ""Westdeutscher Rundfunk (WDR)"", ""id"": 7025}, {""name"": ""Twin Bros. Productions"", ""id"": 11344}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",1981-09-16,85000000,149.0,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,When the hunters become the hunted,Das Boot,7.9,613,das boot,True,Das Boot,Lothar-Günther Buchheim,4.31,Action
0,,14778,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1543, ""name"": ""war veteran""}, {""id"": 3230, ""name"": ""male friendship""}, {""id"": 4959, ""name"": ""death of a friend""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 9872, ""name"": ""grief""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 10915, ""name"": ""last will and testament""}, {""id"": 10937, ""name"": ""memory""}, {""id"": 34079, ""name"": ""death""}, {""id"": 157499, ""name"": ""mother son relationship""}, {""id"": 160846, ""name"": ""ashes""}, {""id"": 187844, ""name"": ""flashback""}, {""id"": 208542, ""name"": ""life""}, {""id"": 217405, ""name"": ""missed opportunity""}]",en,Last Orders,"Jack Dodd was a London butcher who enjoyed a pint with his mates for over 50 years. When he died, he died as he lived, with a smile on his face watching a horse race on which he had bet, with borrowed money. But before he died he had a final request, 'Last Orders', that his ashes be scattered in the sea at Margate. The movie follows his mates, Ray, Lenny and Vic and his foster son Vince as they journey to the sea with the ashes. Along the way, the threads of their lives, their loves and their disappointments are woven together in their memories of Jack and his wife Amy",3.603842,"[{""name"": ""Scala Productions"", ""id"": 1261}, {""name"": ""MBP (Germany)"", ""id"": 10791}, {""name"": ""Future Films"", ""id"": 10843}, {""name"": ""winchester films"", ""id"": 33025}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2001-09-10,0,109.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Last Orders,6.0,22,last orders,True,Last Orders,Graham Swift,3.68,Comedy
11000000,http://www2.warnerbros.com/walktoremember/main.html,10229,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 4333, ""name"": ""theatre group""}, {""id"": 5922, ""name"": ""north carolina""}, {""id"": 6034, ""name"": ""theatre milieu""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 10163, ""name"": ""cancer""}, {""id"": 10683, ""name"": ""coming of age""}, {""id"": 10703, ""name"": ""tragic love""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 165086, ""name"": ""star crossed lovers""}]",en,A Walk to Remember,"When the popular, restless Landon Carter is forced to participate in the school drama production he falls in love with Jamie Sullivan, the daughter of the town's minister. Jamie has a ""to-do"" list for her life and also a very big secret she must keep from Landon.",33.283554,"[{""name"": ""DiNovi Pictures"", ""id"": 813}, {""name"": ""Pandora Pictures"", ""id"": 5329}, {""name"": ""Gaylord Films"", ""id"": 5367}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-01-25,41227069,101.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,She didn't belong. She was misunderstood. And she would change him forever.,A Walk to Remember,7.5,1018,a walk to remember,True,A Walk To Remember,Nicholas Sparks,4.18,Drama
10000000,,11336,"[{""id"": 732, ""name"": ""coma""}, {""id"": 798, ""name"": ""sheriff""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 2858, ""name"": ""sacrifice""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 10024, ""name"": ""psychopathic killer""}, {""id"": 10170, ""name"": ""premonition""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 10629, ""name"": ""vision""}, {""id"": 13005, ""name"": ""doctor""}, {""id"": 13063, ""name"": ""car accident""}, {""id"": 14676, ""name"": ""series of murders""}, {""id"": 14742, ""name"": ""psychic""}, {""id"": 15002, ""name"": ""dark hero""}, {""id"": 33505, ""name"": ""gothic""}, {""id"": 41410, ""name"": ""madness""}, {""id"": 187844, ""name"": ""flashback""}]",en,The Dead Zone,"Johnny Smith is a schoolteacher with his whole life ahead of him but, after leaving his fiancee's home one night, is involved in a car crash which leaves him in a coma for 5 years. When he wakes, he discovers he has an ability to see into the past, present and future life of anyone with whom he comes into physical contact.",16.78512,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Lorimar Film Entertainment"", ""id"": 1176}, {""name"": ""Dino De Laurentiis Company"", ""id"": 10308}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1983-10-21,20766616,103.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,"In his mind, he has the power to see the future. In his hands, he has the power to change it.",The Dead Zone,6.9,311,the dead zone,True,The Dead Zone,Stephen King,3.93,Horror
14000000,,47890,"[{""id"": 487, ""name"": ""cairo""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1160, ""name"": ""egypt""}, {""id"": 1949, ""name"": ""pyramid""}, {""id"": 2598, ""name"": ""museum""}, {""id"": 2904, ""name"": ""mummy""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 10541, ""name"": ""curse""}, {""id"": 192125, ""name"": ""egyptologist""}, {""id"": 223344, ""name"": ""archeologist""}]",en,Sphinx,"Egyptologist Erica Baron finds more than she bargained for during her long-planned trip to The Land of the Pharoahs - murder, theft, betrayal, love, and a mummy's curse!",0.310513,"[{""name"": ""Orion Pictures"", ""id"": 41}, {""name"": ""S & L Films"", ""id"": 78905}]","[{""iso_3166_1"": ""NL"", ""name"": ""Netherlands""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1981-02-11,439564,118.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Someone is hunting tourists out of season.,Sphinx,6.0,2,sphinx,True,Sphinx,Robin Cook,3.58,Adventure
8000000,,235,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 10683, ""name"": ""coming of age""}, {""id"": 169875, ""name"": ""railroad track""}, {""id"": 169878, ""name"": ""story within the story""}, {""id"": 169885, ""name"": ""\u00a0flipping coin""}, {""id"": 169886, ""name"": ""campfire story""}, {""id"": 169887, ""name"": ""reference to superman""}, {""id"": 169895, ""name"": ""normandy beach""}, {""id"": 208349, ""name"": ""child""}, {""id"": 208611, ""name"": ""1950s""}, {""id"": 216919, ""name"": ""boys""}]",en,Stand by Me,"After the death of a friend, a writer recounts a boyhood journey to find the body of a missing boy.",51.109279,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Act III Communications"", ""id"": 1153}, {""name"": ""The Body"", ""id"": 90896}, {""name"": ""Act III"", ""id"": 90897}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1986-08-22,52287414,89.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"For some, it's the last real taste of innocence, and the first real taste of life. But for everyone, it's the time that memories are made of.",Stand by Me,7.8,1522,stand by me,True,Stand by Me,Raynold Gideon,4.32,Crime
8000000,,10734,"[{""id"": 378, ""name"": ""prison""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 2041, ""name"": ""island""}, {""id"": 2161, ""name"": ""mouse""}, {""id"": 3859, ""name"": ""alcatraz""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 5643, ""name"": ""prison warden""}, {""id"": 7118, ""name"": ""escapee convict""}, {""id"": 9772, ""name"": ""pubic hair""}, {""id"": 9777, ""name"": ""escape from prison""}, {""id"": 11587, ""name"": ""dummy""}, {""id"": 18128, ""name"": ""inmate""}, {""id"": 186727, ""name"": ""nude fight""}, {""id"": 208992, ""name"": ""1960s""}]",en,Escape from Alcatraz,"Escape from Alcatraz tells the story of the only three men ever to escape from the infamous maximum security prison at Alcatraz. In 29 years, the seemingly impenetrable federal penitentiary, which housed Al Capone and ""Birdman"" Robert Stroud, was only broken once - by three men never heard of again.",26.356697,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Malpaso Company"", ""id"": 15298}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1979-06-22,43000000,111.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,No one has ever escaped from Alcatraz...and no one ever will!,Escape from Alcatraz,7.2,561,escape from alcatraz,True,Escape from Alcatraz,J. Campbell Bruce,3.58,Crime
7000000,,1359,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 5636, ""name"": ""wall street""}, {""id"": 6259, ""name"": ""psychopath""}, {""id"": 174075, ""name"": ""white collar""}, {""id"": 174076, ""name"": ""harvard business school""}, {""id"": 174085, ""name"": ""child of divorce""}, {""id"": 174089, ""name"": ""unreliable narrator""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 217076, ""name"": ""voice imitation""}]",en,American Psycho,"A wealthy New York investment banking executive hides his alternate psychopathic ego from his co-workers and friends as he escalates deeper into his illogical, gratuitous fantasies.",45.310443,"[{""name"": ""Lions Gate Films"", ""id"": 35}, {""name"": ""Edward R. Pressman Film"", ""id"": 6455}, {""name"": ""Muse Productions"", ""id"": 15231}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-04-13,34266564,102.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""cn"", ""name"": ""\u5e7f\u5dde\u8bdd / \u5ee3\u5dde\u8a71""}]",Released,I think my mask of sanity is about to slip.,American Psycho,7.3,2066,american psycho,True,American Psycho,Bret Easton Ellis,3.82,Thriller
0,,42819,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 7992, ""name"": ""uruguay""}]",en,The City of Your Final Destination,"28-year-old Kansas University doctoral student Omar Razaghi wins a grant to write a biography of Latin American writer Jules Gund. Omar must get through to three people who were close to Gund--his brother, widow, and younger mistress--so he can get authorization to write the biography. Written by Marisa_Gabriella, edited by Krystal Frauendienst",1.353971,"[{""name"": ""Hyde Park Films"", ""id"": 1172}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-03-21,0,114.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""pl"", ""name"": ""Polski""}]",Released,,The City of Your Final Destination,5.7,9,the city of your final destination,True,The City of Your Final Destination,Peter    Cameron,3.81,Drama
0,http://www.bfi.org.uk/whats-on/bfi-film-releases/howards-end,8293,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1156, ""name"": ""sister sister relationship""}, {""id"": 2386, ""name"": ""empowerment""}, {""id"": 5923, ""name"": ""sister""}, {""id"": 205850, ""name"": ""turn of the century""}, {""id"": 234626, ""name"": ""edwardian england""}]",en,Howards End,"Merchant Ivory’s adaptation of EM Forster’s classic 1910 novel, starring Emma Thompson, Helena Bonham Carter, Anthony Hopkins & Vanessa Redgrave returns to the big screen in a beautiful new 4K restoration. Stunning location photography, lavishly detailed sets & elegant period costumes, this compelling saga follows the interwoven fates and misfortunes of three families amid the changing times of Edwardian England. It tells the story of two free-spirited, cosmopolitan sisters, Margaret (Emma Thompson) and Helen Schlegel (Helena Bonham Carter), who collide with the world of the very wealthy ­­– one sister benefiting from the acquaintance with the Wilcoxes (owners of the beloved country home Howards End), the other all but destroyed by it. Anthony Hopkins is the conservative industrialist Henry Wilcox and Vanessa Redgrave is his ailing wife Ruth Wilcox.",5.897391,"[{""name"": ""Merchant Ivory Productions"", ""id"": 2370}, {""name"": ""The Criterion Collection"", ""id"": 10932}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",1992-03-13,25966555,140.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,,Howards End,6.9,95,howards end,True,Howards End,E.M. Forster,3.96,Drama
6500000,,9388,"[{""id"": 494, ""name"": ""father son relationship""}, {""id"": 592, ""name"": ""capitalism""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 919, ""name"": ""smoking""}, {""id"": 2251, ""name"": ""lie""}, {""id"": 3170, ""name"": ""cigarette""}, {""id"": 3664, ""name"": ""research""}, {""id"": 3703, ""name"": ""law""}, {""id"": 3721, ""name"": ""health""}, {""id"": 3983, ""name"": ""marketing""}, {""id"": 6078, ""name"": ""politics""}, {""id"": 6083, ""name"": ""politician""}, {""id"": 6357, ""name"": ""tobacco""}, {""id"": 9468, ""name"": ""liar""}, {""id"": 10123, ""name"": ""dark comedy""}, {""id"": 10163, ""name"": ""cancer""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 10594, ""name"": ""money""}, {""id"": 11011, ""name"": ""morality""}, {""id"": 11514, ""name"": ""social satire""}, {""id"": 11732, ""name"": ""cigarette smoking""}, {""id"": 12094, ""name"": ""business""}, {""id"": 15086, ""name"": ""advertising""}, {""id"": 33720, ""name"": ""guilt""}, {""id"": 33740, ""name"": ""humiliation""}, {""id"": 159350, ""name"": ""lobby""}, {""id"": 171439, ""name"": ""bribe""}, {""id"": 188950, ""name"": ""corporation""}, {""id"": 209121, ""name"": ""lung cancer""}, {""id"": 219605, ""name"": ""lobbyist""}, {""id"": 219681, ""name"": ""tobacco industry""}, {""id"": 219731, ""name"": ""nicotine""}]",en,Thank You for Smoking,"The chief spokesperson and lobbyist Nick Naylor is the Vice-President of the Academy of Tobacco Studies. He is talented in speaking and spins argument to defend the cigarette industry in the most difficult situations. His best friends are Polly Bailey that works in the Moderation Council in alcohol business, and Bobby Jay Bliss of the gun business own advisory group SAFETY. They frequently meet each other in a bar and they self-entitle the Mod Squad a.k.a. Merchants of Death, disputing which industry has killed more people. Nick's greatest enemy is Vermont's Senator Ortolan Finistirre, who defends in the Senate the use a skull and crossed bones in the cigarette packs. Nick's son Joey Naylor lives with his mother, and has the chance to know his father in a business trip. When the ambitious reporter Heather Holloway betrays Nick disclosing confidences he had in bed with her, his life turns upside-down. But Nick is good in what he does for the mortgage.",29.01153,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Room 9 Entertainment"", ""id"": 3567}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-09-05,24793509,92.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Tobacco lobbyist Nick Naylor is trying to SAVE YOUR ASH!,Thank You for Smoking,7.1,664,thank you for smoking,True,Thank You for Smoking,Christopher Buckley,3.93,Comedy
7500000,,11308,"[{""id"": 236, ""name"": ""suicide""}, {""id"": 258, ""name"": ""bomb""}, {""id"": 549, ""name"": ""prostitute""}, {""id"": 570, ""name"": ""rape""}, {""id"": 572, ""name"": ""sex""}, {""id"": 612, ""name"": ""hotel""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 949, ""name"": ""terrorist""}, {""id"": 1721, ""name"": ""fight""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 8201, ""name"": ""satire""}]",en,The Hotel New Hampshire,The film talks about a family that weathers all sorts of disasters and keeps going in spite of it all. It is noted for its wonderful assortment of oddball characters.,2.226412,"[{""name"": ""Orion Pictures"", ""id"": 41}, {""name"": ""Woodfall Film Productions"", ""id"": 1980}, {""name"": ""Filmline Productions"", ""id"": 25580}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1984-03-09,0,109.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"If you experienced ""The World According To Garp"" and found it witty, delightful and totally unpredictable, then be happily surprised all over again when you join the fun and games that go on at the...Hotel New Hampshire.",The Hotel New Hampshire,5.8,26,the hotel new hampshire,True,The Hotel New Hampshire,John Irving,3.91,Comedy
7000000,http://www.sonyclassics.com/capote/,398,"[{""id"": 237, ""name"": ""gay""}, {""id"": 476, ""name"": ""self-fulfilling prophecy""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 917, ""name"": ""journalism""}, {""id"": 1284, ""name"": ""identity""}, {""id"": 1566, ""name"": ""dream""}, {""id"": 1948, ""name"": ""literature research""}, {""id"": 2132, ""name"": ""literature""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 5565, ""name"": ""biography""}]",en,Capote,"A biopic of the writer, Truman Capote and his assignment for The New Yorker to write the non-fiction book, 'In Cold Blood'.",17.434862,"[{""name"": ""Sony Pictures Classics"", ""id"": 58}, {""name"": ""Cooper's Town Productions"", ""id"": 213}, {""name"": ""Eagle Vision Inc."", ""id"": 214}, {""name"": ""Manitoba Film and Video Production Tax Credit"", ""id"": 11715}, {""name"": ""Province of British Columbia Production Services Tax Credit"", ""id"": 12200}, {""name"": ""Infinity Media"", ""id"": 54280}, {""name"": ""A-Line Pictures"", ""id"": 54281}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-09-30,49084830,114.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,In Cold Blood,Capote,6.8,384,capote,True,Capote,Gerald Clarke,4.14,Crime
7000000,http://www.asingleman-movie.com/,34653,"[{""id"": 237, ""name"": ""gay""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 11258, ""name"": ""suicidal""}, {""id"": 13095, ""name"": ""death of lover""}, {""id"": 41355, ""name"": ""teacher student relationship""}, {""id"": 172291, ""name"": ""grieving""}, {""id"": 208992, ""name"": ""1960s""}]",en,A Single Man,"Adapted from a 1964 novel of the same name, the film follows a day in the life of George Falconer, a British college professor reeling with the recent and sudden loss of his longtime partner. This traumatic event makes George challenge his own will to live as he seeks the console of close friend Charley who is struggling with her own questions about life.",21.626288,"[{""name"": ""Depth of Field"", ""id"": 1473}, {""name"": ""Artina Films"", ""id"": 2394}, {""name"": ""Fade to Black Productions"", ""id"": 9351}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-10-19,0,101.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,,A Single Man,7.3,463,a single man,True,A Single Man,Christopher Isherwood,4.1,Drama
